,Wild,Wild,Wild,,W86A,W86A,W86A,,W286A,W286A,W286A
Time,41,1821,3191,,41,1821,3191,,41,1821,3191
99.2,2.597,2.879,4.543,,10.627,7.01,6.242,,5.131,5.36,3.516
99.3,2.705,3.72,4.174,,11.985,7.14,6.015,,4.839,5.296,3.469
99.4,2.854,3.605,4.288,,12.717,6.936,5.729,,5.279,5.374,3.424
99.5,2.956,3.669,4.164,,12.768,7.135,5.717,,5.245,5.185,3.404
99.6,3.045,3.475,4.397,,12.721,6.633,5.84,,5.453,4.984,3.19
99.7,2.8,3.518,4.677,,12.248,6.795,6.003,,5.208,5.353,3.414
99.8,3.262,3.768,4.266,,11.796,6.454,5.933,,5.454,5.159,3.465
99.9,2.92,3.718,4.451,,11.555,6.895,6.267,,5.158,5.213,3.091
100,2.854,3.651,4.6,,11.561,7.024,6.666,,5.03,5.684,3.301
100.1,2.766,3.693,4.379,,11.334,7,6.579,,4.933,5.232,3.31
