Activity_ID,Quality,source,CID,SMILES,,,,,doc_id,Year,all_years,type_IC50,type_EC50,type_KD,type_Ki,pchembl_value,pchembl_value_Mean,pchembl_value_Median
MBZYGGWJVSHAQB_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.222915,COc1c(OC)cc2C[N+](C)(CCCCCc3[n+](C)c(OC)ccc3)CCc2c1,,,,,PMID:24076173,2013,2013,1,0,0,0,6.3;6.34,6.32,6.32
MDAYPUNLRZXDDU_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.401204;ChEMBL31.compound.401205,COc1ccc(-c2cc(=O)c3c(o2)c(C2CCC(=O)N2)c(O)c(OC)c3)cc1,,,,,PMID:30579802,2019,2019,1,0,0,0,4.74;4.17,4.455,4.455
MDBSJGXOQHYGEI_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.303576,COc1c(O)ccc(C=CC(=O)NCCC2CCN(Cc3ccccc3)CC2)c1,,,,,DOI:10.1039/C6MD00053C,2016,2016,1,0,0,0,6.14;6.41,6.275,6.275
MFSFKJAYNZMHEN_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.145262;ChEMBL31.compound.18408,CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2Cc1ccccc1,,,,,PMID:9288171,1997,2010;1997,1,0,0,0,6.79;6.79,6.79,6.79
MIQVJQGPYICMPP_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.245612,O=c1c2c(ccc(OCCCN3CCCCC3)c2)nc2-c3c(cccc3)CCn21,,,,,PMID:25047936,2014,2014,1,0,0,0,6.66;6.67,6.665,6.665
MOURGXWVZXOIJE_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.222908,COc1[n+](CCCCC[n+]2c(OC)ccc(C(F)(F)F)c2)cc(C(F)(F)F)cc1,,,,,PMID:24076173,2013,2013,1,0,0,0,4.66;4.66,4.66,4.66
MSAIAIIQMNXQKI_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.289196,COC(=O)C1=C(C)OP(=O)(OC)OCC1,,,,,PMID:26585276,2015,2015,1,0,0,0,5.98;5.99,5.985,5.985
MSTUXHHGHKBRJQ_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.462975,Cc1cc(C=NO)c(O)c(CNc2ccc(Cn3cncn3)cc2)c1,,,,,PMID:33611189,2021,2021,0,0,1,0,6.0;6.17;5.12;6.12,5.8525,6.06
MVHRCJQCKYPDRL_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.33731,CCc1c(NC(=O)Oc2ccc3c(c2)C2(C)CC[N+](C)([O-])C2N3C)cccc1,,,,,PMID:12166941,2002,2005;2010,1,0,0,0,6.9;6.9,6.9,6.9
MXLDMFKZOSQDCE_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.387904,COc1ccc(Cn2cc(C(=O)NCCCNc3c4CCCCc4nc4c3ccc(Cl)c4)c(=O)c3ccccc32)cc1,,,,,PMID:29533874,2018,2018,0,0,0,1,8.48;8.8,8.64,8.64
NBIKJSUSEJLQBJ_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.222907,COc1[n+](CCCOc2ccc3c(C)cc(=O)oc3c2)cc(C(F)(F)F)cc1,,,,,PMID:24076173,2013,2013,1,0,0,0,5.44;5.44,5.44,5.44
NDUSIOVFIPORBY_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.71072,CN(CCCCCOc1ccc2c(=O)c3c(cccc3)oc2c1)Cc1ccccc1,,,,,PMID:17008100,2007,2011;2007,1,0,0,0,5.2;5.11,5.155,5.155
NGKSBGUEGQBVKO_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.457711,CCN(CC)c1c(O)ccc(C=C2OC(=O)c3cc(OC)c(OC)cc23)c1,,,,,PMID:33640707,2021,2021,1,0,0,0,8.81;8.89,8.85,8.85
NJGIMKGMVJUETG_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.237283,O=C(C=NO)Nc1c[n+](CC[n+]2cccc(NC(=O)C=NO)c2)ccc1,,,,,PMID:24721830,2014,2014,0,0,1,0,4.37;4.31,4.34,4.34
NJMOOZWITNRIRS_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.112083;ChEMBL31.compound.88368;ChEMBL31.compound.88368;ChEMBL31.compound.88368;ChEMBL31.compound.112083;ChEMBL31.compound.88368,CCOC(O)=C1C(C)=Nc2c(c(N)c3CCCCc3n2)C1c1ccc(OC)cc1,,,,,PMID:17181144,2006,2012;2008;2008;2009;2009;2009,1;1;1;1;1;0,0,0,0;0;0;0;0;1,7.35;6.96;7.35;6.98;7.44;6.96,7.173333333,7.165
NJPVUJVNAWTZJX_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.198193;ChEMBL31.compound.156273,CCOC(=O)C1=C(C)Oc2c(c(N)c3CCCCc3n2)C1c1ccc(OC)cc1,,,,,DOI:10.1007/s00044-010-9516-x,2012,2012;2013,1,0,0,0,6.06;6.06,6.06,6.06
NKJRRVBTMYRXRB_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.33702;ChEMBL31.compound.55164;ChEMBL31.compound.55164,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)C2(C)CCN(C)C2N3C)cc1,,,,,PMID:10346939,1999,2010;2006;2014,1,0,0,0,6.12;6.12;6.12,6.12,6.12
NLUCFDWSIZAJOW_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.386874,O=C(CNCc1cc(F)cc(F)c1)Nc1cc2c(cc1)nc1CCCn1c2=O,,,,,PMID:28923380,2017,2017,0,0,0,1,7.8;8.01,7.905,7.905
NOKOCCGVPMMNHT_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.222892,COc1c(F)c[n+](CCC[n+]2cc(F)c(OC)c(F)c2)cc1F,,,,,PMID:24076173,2013,2013,1,0,0,0,4.55;4.68,4.615,4.615
NOQMOJFWMRMNCX_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.364459,NC(=O)c1cc[n+](COC[n+]2ccc(C=NO)cc2)cc1,,,,,PMID:29091431,2017,2017,0,0,1,0,4.94;4.33;4.3,4.523333333,4.33
NPANUSRHFVUOKM_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.33692;ChEMBL31.compound.55158,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)C2(C)CCOC2N3C)cc1,,,,,PMID:15715468,2005,2005;2006,1,0,0,0,5.41;5.41,5.41,5.41
NXBQKWBRFRKKMP_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.184885,CN(CCCN1CCN(CCNc2c3CCCCc3nc3ccccc23)CC1)c1ccccc1,,,,,PMID:22818849,2012,2012,0,0,0,1,7.61;7.1,7.355,7.355
OCZGACDAHZKCBW_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.184890,O=C(CCN1CCCCC1)N1CCN(CCNc2c3CCCCc3nc3ccccc23)CC1,,,,,PMID:22818849,2012,2012,0,0,0,1,7.78;7.12,7.45,7.45
OEBRKCOSUFCWJD_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.271202,COP(=O)(OC)OC=C(Cl)Cl,,,,,PMID:26386602,2015,2015,1,0,0,0,5.64;6.2,5.92,5.92
OEJPDCAOADNKRJ_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.67347,Cn1c2c(cc(O)cc2)c2c1c[n+](C)cc2,,,,,PMID:16945529,2006,2006,1,0,0,0,5.74;5.75,5.745,5.745
OJPOVFHZRWWDBF_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.222905,COc1ccc(C(F)(F)F)c[n+]1CCCCCOc1ccc2c(C)cc(=O)oc2c1,,,,,PMID:24076173,2013,2013,1,0,0,0,5.99;6.14,6.065,6.065
OKSPDBSTEZCWNM_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.192897,COc1c(OC)cc2c(c1)CCN(CCCCCc1ccc(O)c(C=NO)n1)C2c1ccccc1,,,,,PMID:23148598,2012,2014;2014;2014;2012;2012;2012,0,0,1,0,4.75;4.66;4.06;4.51;5.25;5.22,4.741666667,4.705
OMPKNKOTSKEQOH_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.289198,CCOP1(=O)CCCC(C(=O)OC)=C(C)O1,,,,,PMID:26585276,2015,2015,1,0,0,0,5.12;5.05,5.085,5.085
OMPQJMDGDAAXPE_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.289199;ChEMBL31.compound.289200;ChEMBL31.compound.289200;ChEMBL31.compound.289200,COP1(=O)OCC2COC(=O)C2=C(C)O1,,,,,PMID:20189400,2010,2015,1;1;1;0,0,0,0;0;0;1,7.46;7.35;7.4;6.85,7.265,7.375
OMSAJIKKMALDKQ_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.222913,COc1c(OC)cc2C[N+](C)(CCCCCCCc3[n+](C)c(OC)ccc3)CCc2c1,,,,,PMID:24076173,2013,2013,1,0,0,0,7.31;6.96,7.135,7.135
OMWCMVDBFIANLH_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.271189,CCC(CC)n1cc(C(=O)C(F)F)cn1,,,,,PMID:26386602,2015,2015,1,0,0,0,7.45;7.54,7.495,7.495
OPEXRHHTTCQEDE_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.192898,COc1c(OC)cc2c(c1)CCN(CCCCc1ccc(O)c(C=NO)n1)C2c1ccccc1,,,,,PMID:23148598,2012,2012,0,0,1,0,4.22;4.57;4.48,4.423333333,4.48
ORJDLJRUUNFZIZ_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.371135;ChEMBL31.compound.371134,CCOC(=O)C(CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)c1ccccc1,,,,,PMID:28242552,2017,2017,1,0,0,0,6.3;6.07,6.185,6.185
OUPUWBKBRTXEIM_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.271194,CC(C)Cn1cc(C(=O)C(F)(F)F)cn1,,,,,PMID:26386602,2015,2015,1,0,0,0,6.23;6.17,6.2,6.2
PBHFNBQPZCRWQP_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.9352;ChEMBL31.compound.55178;ChEMBL31.compound.9352;ChEMBL31.compound.55178;ChEMBL31.compound.9352,CN1CCC2(C)c3c(ccc(OC(=O)Nc4ccccc4)c3)N(C)C12,,,,,PMID:2202827,1990,1990;2006;1990;2010;2010,1,0,0,0,7.44;7.66;7.68;7.62;7.66,7.612,7.66
PBXNNDFKPQPJBB_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.19410,COc1c(OC)c(OC)cc(-c2cc3c(CC4(O)C(C)(CCC5(O)C(C)(C)C=CC(=O)C54C)O3)c(=O)o2)c1,,,,,PMID:10890154,2000,2015;2000;2013,1;1;0,0,0,0;0;1,8.12;8.1;8.77,8.33,8.12
PEZZRWUONLGRDN_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.40872,c1ccc(CN2CCC(CCc3noc4ccccc34)CC2)cc1,,,,,PMID:8064800,1994,2011;2004;2004;2004,1;1;0;0,0,0,0;0;1;1,7.26;6.68;6.68;7.26,6.97,6.97
PGHUZXCSVQYQGG_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.152929;ChEMBL31.compound.152928,C(=CC[n+]1ccc2ccccc2c1)C[n+]1ccc2ccccc2c1,,,,,PMID:21236521,2011,2011,1,0,0,0,4.77;5.16,4.965,4.965
PHLCFIHBMUUNMQ_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.222906,COc1[n+](CCCCOc2ccc3c(C)cc(=O)oc3c2)cc(C(F)(F)F)cc1,,,,,PMID:24076173,2013,2013,1,0,0,0,5.96;6.12,6.04,6.04
PIJVFDBKTWXHHD_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.5659,CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,,,,,PMID:2202827,1990,1994;1992;2012;2010;2018;2020;2012;2020,1,0,0,0,6.89;7.21;6.8;7.25;6.66;7.2;6.82;7.1,6.99125,6.995
PLDKIKPDXFIXLY_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.373970;ChEMBL31.compound.373969,C=C(C)C(O)CCC1(C)C(CC=C(C)C)CC2(CC=C(C)C)C(=O)C1(C(=O)C(C)C)C(=O)C1=C2OC(C(C)(C)O)C1,,,,,PMID:28445039,2017,2017,1,0,0,0,4.6;4.58,4.59,4.59
PUKKYURTEBJMKJ_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.6321,Nc1c2CCCCc2nc2c1cc(Cl)cc2,,,,,DOI:10.1016/S0960-894X(00)80267-X,1991,2004;2004;2021,1,0,0,0,6.13;6.26;5.71,6.033333333,6.13
PZUITVNJLUHHRJ_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.205514,CCOc1ccc(C=NNC(=O)CN2CCC(Cc3ccccc3)CC2)cc1,,,,,PMID:23273219,2013,2013,0,0,0,1,4.08;4.29,4.185,4.185
QCEWCMMSOWEHFC_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.66431,CCN(CC)C(C)C(=O)N1c2c(cccc2)Sc2c1cccc2,,,,,PMID:21459491,2011,2011,1,0,0,0,5.47;5.47,5.47,5.47
QCGFWQHSUGMYLF_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.373982;ChEMBL31.compound.373981,CC(C)=CCCC1(C)C(CC=C(C)C)CC2(CC=C(C)C)C(=O)C1(C(=O)C(C)C)C(=O)C1=C2OC(C(C)(C)O)C1O,,,,,PMID:28445039,2017,2017,1,0,0,0,4.73;4.95,4.84,4.84
QGKSWUZOCNWHHA_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.160302;ChEMBL31.compound.160301,CC(c1cc(OC(=O)N(C)C(C)Cc2ccccc2)ccc1)N(C)C,,,,,PMID:19423342,2009,2009,1,0,0,0,6.88;6.52,6.7,6.7
QIYIAVWWIGXXBQ_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.33705;ChEMBL31.compound.55173,CC(C)c1ccc(NC(=O)Oc2ccc3OC4OCCC4(C)c3c2)cc1,,,,,PMID:15715468,2005,2005;2006,1,0,0,0,5.58;5.17,5.375,5.375
QJQWFYQZEIZJGG_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.266302,CCOC(=O)c1csc(NC(=O)C[n+]2cccc(C=NO)c2)n1,,,,,PMID:26043948,2015,2015,0,0,1,0,4.12;4.23,4.175,4.175
QKWIPFQYVMSHKA_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.264453,Cc1cc2c(cc1)[nH]c1c2CN(CCCCCCN2CCc3c(C2)c2c(ccc(C)c2)[nH]3)CC1,,,,,DOI:10.1039/C4MD00069B,2014,2019;2014,1,0,0,0,6.71;6.72,6.715,6.715
QMQQOVGCVPEGSA_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.40885,c1ccc(CN2CCC(CCc3nsc4ccccc34)CC2)cc1,,,,,PMID:8064800,1994,2011;2004;2004,1;1;0,0,0,0;0;1,7.0;7.0;7.0,7,7
QSHASEDMMVZJAA_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.222919,COc1[n+](C)c(CCCCCCc2[n+](C)c(OC)ccc2)ccc1,,,,,PMID:24076173,2013,2013,1,0,0,0,7.16;7.16,7.16,7.16
QTPHSDHUHXUYFE_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.57826;ChEMBL31.compound.40172;ChEMBL31.compound.57826;ChEMBL31.compound.57826,CCC1=CC2Cc3c(c(N)c4ccc(Cl)cc4n3)C(C1)C2,,,,,PMID:11101357,2000,2009;2004;2006;2008,1;1;0;0,0,0,0;0;1;1,8.96;9.49;10.59;9.17,9.5525,9.33
QUCQEUCGKKTEBI_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.87164,COc1c(OC)cc2c(c1)CC[n+]1c-2cc2ccc(OC)c(OC)c2c1,,,,,PMID:23062825,2012,2012;2019,1,0,0,0,5.77;5.77,5.77,5.77
QVGXTQPZHCDXRZ_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.169198;ChEMBL31.compound.169195;ChEMBL31.compound.169194,O=C(CCCCC1CCSS1)NCCCNc1c2CCCCc2nc2cc(Cl)ccc12,,,,,PMID:15658850,2005,2018;2011;2011,1,0,0,0,9.6;9.33;9.64,9.523333333,9.6
QWJQWXDSWXGISZ_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.271197,CCCC(C)n1cc(C(=O)C(F)(F)F)cn1,,,,,PMID:26386602,2015,2015,1,0,0,0,8.08;8.15,8.115,8.115
QYQDDTYKNXOHKG_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.271190,CCCC(C)n1cc(C(=O)C(F)F)cn1,,,,,PMID:26386602,2015,2015,1,0,0,0,6.83;6.8,6.815,6.815
QZGAFMLTVWNDEJ_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.462295,CCN(C)C(=O)Oc1cccc(CNCCc2c[nH]c3c2ccc(F)c3)c1,,,,,PMID:33310288,2021,2021,1,0,0,0,4.76;4.78,4.77,4.77
RAANAGIDXYTUAW_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.33706;ChEMBL31.compound.55171;ChEMBL31.compound.55172,CCNC(=O)Oc1cc2c(cc1)OC1CC2(C)CO1,,,,,PMID:15715468,2005,2005;2006;2006,1,0,0,0,6.08;5.62;6.21,5.97,6.08
RARGBTLWRZQLRY_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.266300,O=C(C[n+]1cccc(C=NO)c1)Nc1nccs1,,,,,PMID:26043948,2015,2015,0,0,1,0,4.06;4.01,4.035,4.035
RIKRBQRHKWZGBG_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.245681,O=C(Cc1cc(=O)oc2cc(O)ccc12)NN=C1SCC(=O)N1c1c2CCCCc2nc2c1cccc2,,,,,PMID:25089370,2014,2014,0,0,0,1,4.18;5.63,4.905,4.905
RLVBACFUZVGWFD_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.266297,COc1ccc(-c2csc(NC(=O)C[n+]3ccc(C=NO)cc3)n2)cc1,,,,,PMID:26043948,2015,2015,0,0,1,0,4.08;4.04;4.13,4.083333333,4.08
RMHVLBGFZUPBFB_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.134550,c1cc[n+](CCCCCCCCCCC[n+]2ccccc2)cc1,,,,,PMID:20138518,2010,2010,0,0,0,1,7.7;7.52,7.61,7.61
RNBMJTUDVDLVNT_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.18634;ChEMBL31.compound.145260,CN1CCC2(C)c3c(ccc(OC(=O)Nc4ccccc4)c3)N(C=O)C12,,,,,PMID:9288171,1997,1997;2010,1,0,0,0,6.11;6.48,6.295,6.295
RPSNBPHMKGJZHG_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.200735,CCN(CC)Cc1cccc(OC2Cc3c(cc(OC)c(OC)c3)C2=O)c1,,,,,DOI:10.1007/s00044-012-0227-3,2013,2013,0,0,0,1,5.8,5.8,5.8
RQLQBIIHLRFEEX_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.198164,Cc1ccc(C2C3=C(CC(C)(C)CC3=O)Oc3c2c(N)c2CCCCc2n3)cc1,,,,,DOI:10.1007/s00044-010-9516-x,2012,2012,1,0,0,0,4.29,4.29,4.29
RRDVPTUOMIFNCL_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.198162,COc1cc(C2C3=C(CC(C)(C)CC3=O)Oc3c2c(N)c2CCCCc2n3)ccc1,,,,,DOI:10.1007/s00044-010-9516-x,2012,2012,1,0,0,0,4.67,4.67,4.67
RRYREXCAJLJMCL_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.40877,O=S(=O)(Nc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1)c1ccccc1,,,,,PMID:8064800,1994,2004,0,0,0,1,7.85,7.85,7.85
RSVCVNQZUXOKJI_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.245662,COc1ccc2cc(C(=O)NCCCCCCCNc3c4CCCCc4nc4c3cccc4)c(=O)oc2c1,,,,,PMID:25088549,2014,2014,0,0,0,1,7.26,7.26,7.26
RTBDCTZMVWDFMC_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.200715,NC(=NOC(=O)c1c(C(F)(F)F)n(-c2ccc([N+](=O)[O-])cc2)nc1)c1ccc(C(F)(F)F)cc1,,,,,DOI:10.1007/s00044-012-0227-3,2013,2013,0,0,0,1,5.68,5.68,5.68
RTYBGCWRXWDNEV_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.381740,Nc1c2c(nc3c1CCCC3)NC(=S)NC2c1cc(Br)ccc1,,,,,PMID:29958119,2018,2018,0,0,0,1,6.83,6.83,6.83
RUCMPVRFPBFNLE_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.40930,COc1c(OC)cc2SC(C(=O)CC(O)C3CC[N+](C)(Cc4ccccc4)CC3)Cc2c1,,,,,PMID:15481986,2004,2004,0,0,0,1,6.72,6.72,6.72
RUKXDNCEYNEPKG_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.40906,COc1c(OC)cc2sc(C(=O)C3CCC[N+](C)(CCOc4ccccc4)CC3)cc2c1,,,,,PMID:15481986,2004,2004,0,0,0,1,6.41,6.41,6.41
RVXPRAJVEVRQIX_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.98971,NC(Cc1c[nH]c2ccccc12)C(=O)NCC(=O)Nc1c2CCCCc2nc2ccccc12,,,,,PMID:18786825,2008,2008,0,0,0,1,5.66,5.66,5.66
RXBFBRNOBCGKHG_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.40933,COc1c(OC)cc2SC(CC3CC[N+](C)(Cc4ccccc4)CC3)Cc2c1,,,,,PMID:15481986,2004,2004,0,0,0,1,4.52,4.52,4.52
RXSZVSISAHLZBD_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.398926,CC(C)(C)c1cc(C=CC(=O)NCCC2CCN(Cc3ccccc3F)CC2)cc(C(C)(C)C)c1O,,,,,PMID:30096650,2018,2018,0,0,0,1,5.85,5.85,5.85
RZRKLCBSFPOTIQ_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.377802,O=C1C2=C(C3=NCCc4c[nH]c1c34)C1(C=CN2)C=C(Br)C(O)C(Br)=C1,,,,,PMID:28505534,2017,2017,0,0,0,1,4.01,4.01,4.01
SBGQSOCRQDSAMF_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.192903,COc1c(OC)cc2c(c1)CCN(CCCc1ccc(O)c(C=NO)n1)C2c1ccccc1,,,,,PMID:23148598,2012,2012,0,0,1,0,5.16,5.16,5.16
SJBOKLOBSYZREV_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.471287,COc1ccc(CSS(=O)(=O)c2ccc(C)cc2)cc1,,,,,PMID:33979775,2021,2021,0,0,0,1,6.66,6.66,6.66
SJOVKGALRUSVEK_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.100547,COc1c(OC)cc2C(=O)C(Cc3cc(CN(C)C)ccc3)Cc2c1,,,,,DOI:10.1007/s00044-012-0227-3,2013,2013,0,0,0,1,6.28,6.28,6.28
SNRGQBSLWSCUGI_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.40909,CC[n+]1ccc(CCC(=O)C2Cc3c(cc(OC)c(OC)c3)S2)cc1,,,,,PMID:15481986,2004,2004,0,0,0,1,6.55,6.55,6.55
SODKCPHRJDOHMI_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.236296,NC(=O)c1cc[n+](COC[n+]2c(C=NO)cc(C=NO)cc2)cc1,,,,,PMID:23148598,2012,2014,0,0,1,0,5.11,5.11,5.11
SROVUZOSXADHHV_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.234904,O=C(C=NO)NCCCCNc1c2ccccc2nc2c1CCCC2,,,,,PMID:24630558,2014,2014,0,0,0,1,5.83,5.83,5.83
SSNKBYPYCIBWEY_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.303080,COc1ccc2CC(=CC3CCN(Cc4ccc5OCOc5c4)CC3)C(=O)c2c1,,,,,PMID:27190595,2016,2016,0,0,0,1,4.4,4.4,4.4
SSSYJOIFOJYAAD_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.398938,CC(C)(C)c1cc(C=CC(=O)NCCC2CCN(Cc3ccccc3)CC2)cc(C(C)(C)C)c1O,,,,,PMID:30096650,2018,2018,0,0,0,1,5.5,5.5,5.5
SVKKMXJIWIOCJC_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.305173,O=C1C=C2SC3CC2(C=C1Br)C1=C(N3)C(=O)c2c3C1=NCCc3c[nH]2,,,,,PMID:28505534,2017,2017,0,0,0,1,4.64,4.64,4.64
SVVHWFKGOPNOLR_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.40879,Brc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1,,,,,PMID:8064800,1994,2004,0,0,0,1,7.3,7.3,7.3
SVXQNAFUZDCNTM_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.303081,COc1c2C(=O)C(=CC3CCN(Cc4ccc5OCOc5c4)CC3)Cc2ccc1,,,,,PMID:27190595,2016,2016,0,0,0,1,4.74,4.74,4.74
SWZRIMBMJKPHQJ_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.245623,O=c1c2c(ccc(OCCCN3CCCCC3)c2)nc2CCCCn21,,,,,PMID:25047936,2014,2014,1,0,0,0,6.65,6.65,6.65
SYCRRTXHUITUKR_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.469206,COc1c(OC)cc2C(=O)C(CC3(F)CCN(Cc4cc(F)c(F)cc4F)CC3)Cc2c1,,,,,PMID:33570950,2021,2021,0,0,1,0,8.28,8.28,8.28
SZDQZGJYMCVMNC_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.200709,O=C(CN1CCN(Cc2ccccc2)CC1)Nc1ccc(C(F)(F)F)cc1Cl,,,,,DOI:10.1007/s00044-012-0227-3,2013,2013,0,0,0,1,7.33,7.33,7.33
SZFCJTZLVRJGHD_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.200713,NC(=NOC(=O)c1c(C(F)(F)F)n(-c2ccc([N+](=O)[O-])cc2)nc1)c1ccc(Cl)cc1,,,,,DOI:10.1007/s00044-012-0227-3,2013,2013,0,0,0,1,5.63,5.63,5.63
SZPQUXUZTPEXGX_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.410400,NS(=O)(=O)c1ccc(C(=O)n2[nH]c(=O)c3c(cc(C(=O)O)cc3)c2=O)cc1,,,,,PMID:31401008,2019,2019,0,0,0,1,7.22,7.22,7.22
SZRNKXYBFFECAE_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.51738,O=C(CCCCCNc1c2CCCCc2nc2cccc(Cl)c12)NCCc1c[nH]c2ccccc12,,,,,PMID:16420031,2006,2006,1,0,0,0,9.06,9.06,9.06
SZUGHTGZLWHQJO_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.245665,COc1c(OC)cc2oc(=O)c(C(=O)NCCCCCCNc3c4CCCCc4nc4c3cccc4)cc2c1,,,,,PMID:25088549,2014,2014,0,0,0,1,7.25,7.25,7.25
TZRDBHMKTWECOV_on_P22303_WT,High,ChEMBL31,ChEMBL31.compound.449650,CN1CCCCC1c1cnc(-c2cccnc2)cc1,,,,,PMID:33120080,2020,2020,0,0,0,1,4.29,4.29,4.29
